Models,FPR,TPR
Logistic Regression,0.7445255474452555,0.9851851851851852
Logistic Regression,0.7445255474452555,0.9888888888888889
Logistic Regression,0.8248175182481752,0.9888888888888889
Logistic Regression,0.8248175182481752,0.9925925925925926
Logistic Regression,0.8613138686131386,0.9925925925925926
Logistic Regression,0.8613138686131386,1.0
Logistic Regression,1.0,1.0
Decision Tree,0.0,0.0
Decision Tree,0.3722627737226277,0.8148148148148148
Decision Tree,1.0,1.0
Random Forest,0.0,0.0
Random Forest,0.0,0.014814814814814815
Random Forest,0.0,0.03333333333333333
Random Forest,0.0,0.05925925925925926
Random Forest,0.0,0.07037037037037037
Random Forest,0.0,0.1037037037037037
Random Forest,0.0,0.14444444444444443
Random Forest,0.0,0.16666666666666666
Random Forest,0.0,0.21851851851851853
Random Forest,0.0072992700729927005,0.25555555555555554
Random Forest,0.014598540145985401,0.2777777777777778
Random Forest,0.014598540145985401,0.34074074074074073
Random Forest,0.014598540145985401,0.37777777777777777
Random Forest,0.021897810218978103,0.42592592592592593
Random Forest,0.021897810218978103,0.4444444444444444
Random Forest,0.021897810218978103,0.4925925925925926
Random Forest,0.021897810218978103,0.5148148148148148
Random Forest,0.029197080291970802,0.5481481481481482
Random Forest,0.058394160583941604,0.5740740740740741
Random Forest,0.072992700729927,0.5888888888888889
Random Forest,0.08029197080291971,0.6111111111111112
Random Forest,0.08759124087591241,0.6185185185185185
Random Forest,0.0948905109489051,0.6444444444444445
Random Forest,0.0948905109489051,0.662962962962963
Random Forest,0.0948905109489051,0.6925925925925925
Random Forest,0.0948905109489051,0.7
Random Forest,0.10948905109489052,0.7148148148148148
Random Forest,0.12408759124087591,0.7222222222222222
Random Forest,0.13138686131386862,0.7518518518518519
Random Forest,0.1386861313868613,0.762962962962963
Random Forest,0.145985401459854,0.762962962962963
Random Forest,0.145985401459854,0.7851851851851852
Random Forest,0.145985401459854,0.7888888888888889
Random Forest,0.145985401459854,0.8
Random Forest,0.145985401459854,0.8074074074074075
Random Forest,0.145985401459854,0.8185185185185185
Random Forest,0.15328467153284672,0.8296296296296296
Random Forest,0.15328467153284672,0.8444444444444444
Random Forest,0.16058394160583941,0.8481481481481481
Random Forest,0.1678832116788321,0.8592592592592593
Random Forest,0.1678832116788321,0.8629629629629629
Random Forest,0.1897810218978102,0.8666666666666667
Random Forest,0.19708029197080293,0.8666666666666667
Random Forest,0.20437956204379562,0.8777777777777778
Random Forest,0.22627737226277372,0.8777777777777778
Random Forest,0.24087591240875914,0.8888888888888888
Random Forest,0.27007299270072993,0.8925925925925926
Random Forest,0.2773722627737226,0.8925925925925926
Random Forest,0.2773722627737226,0.8962962962962963
Random Forest,0.2846715328467153,0.9
Random Forest,0.30656934306569344,0.9037037037037037
Random Forest,0.3284671532846715,0.9111111111111111
Random Forest,0.3284671532846715,0.9148148148148149
Random Forest,0.3357664233576642,0.9259259259259259
Random Forest,0.36496350364963503,0.9259259259259259
Random Forest,0.3722627737226277,0.9296296296296296
Random Forest,0.38686131386861317,0.9296296296296296
Random Forest,0.40875912408759124,0.9296296296296296
Random Forest,0.41605839416058393,0.9296296296296296
Random Forest,0.4233576642335766,0.937037037037037
Random Forest,0.45985401459854014,0.9444444444444444
Random Forest,0.49635036496350365,0.9481481481481482
Random Forest,0.5255474452554745,0.9518518518518518
Random Forest,0.5401459854014599,0.9518518518518518
Random Forest,0.5693430656934306,0.9592592592592593
Random Forest,0.5985401459854015,0.9629629629629629
Random Forest,0.6131386861313869,0.9629629629629629
Random Forest,0.6496350364963503,0.9666666666666667
Random Forest,0.6642335766423357,0.9703703703703703
Random Forest,0.7007299270072993,0.9740740740740741
Random Forest,0.7737226277372263,0.9740740740740741
Random Forest,0.7956204379562044,0.9740740740740741
